"date","countryIsoCode","userAgeBracket","sessions","sessionDuration","pageviews","bounces","transactions","itemQuantity","transactionRevenue","id"
"2016-07-04","IT","25-34","13","351.0","36","6","0","0","0.0","6297"
"2016-07-04","US","18-24","19","2778.0","95","8","0","0","0.0","6298"
"2016-07-04","US","25-34","61","12460.0","267","19","1","1","25.95","6299"
"2016-05-02","CA","25-34","11","822.0","56","5","0","0","0.0","5193"
"2016-05-02","CA","45-54","11","2241.0","69","5","0","0","0.0","5194"
"2016-05-02","IT","25-34","12","2970.0","18","7","0","0","0.0","5195"
"2016-05-02","IT","35-44","15","1048.0","28","7","0","0","0.0","5196"
"2016-05-02","US","18-24","64","5687.0","155","37","0","0","0.0","5197"
"2016-05-02","US","25-34","251","61163.0","1392","60","1","2","1351.5","5198"
"2016-05-02","US","35-44","174","44265.0","910","55","2","4","162.76","5199"
"2016-05-02","US","45-54","95","20475.0","511","21","3","9","405.17","5200"
"2016-05-02","US","55-64","58","12018.0","322","15","2","2","737.0","5201"
"2016-05-02","US","65+","29","1559.0","72","19","0","0","0.0","5202"
"2016-07-04","US","35-44","51","11997.0","226","16","1","2","1077.86","6300"
"2016-07-04","US","45-54","27","5552.0","89","10","0","0","0.0","6301"
"2016-07-04","US","55-64","40","8045.0","200","17","0","0","0.0","6302"
"2016-07-05","CA","25-34","24","4101.0","110","7","0","0","0.0","6316"
"2016-07-05","CA","35-44","14","7131.0","86","5","0","0","0.0","6317"
"2016-07-05","FR","35-44","11","280.0","19","7","0","0","0.0","6318"
"2016-07-05","GB","25-34","14","3041.0","32","5","0","0","0.0","6319"
"2016-07-05","GB","35-44","12","3076.0","51","5","0","0","0.0","6320"
"2016-07-05","IT","25-34","15","199.0","35","8","0","0","0.0","6321"
"2016-07-05","MX","25-34","10","3739.0","16","5","0","0","0.0","6322"
"2016-07-05","US","18-24","66","15495.0","183","33","0","0","0.0","6323"
"2016-07-05","US","25-34","214","52523.0","1022","60","0","0","0.0","6324"
"2016-07-05","US","35-44","132","26613.0","601","35","0","0","0.0","6325"
"2016-07-05","US","45-54","57","9630.0","288","15","0","0","0.0","6326"
"2016-07-05","US","55-64","36","3486.0","133","13","0","0","0.0","6327"
"2016-07-05","US","65+","15","3258.0","47","7","0","0","0.0","6328"
"2016-05-03","CA","25-34","19","837.0","49","4","0","0","0.0","5213"
"2016-05-03","CA","35-44","17","1022.0","95","7","0","0","0.0","5214"
"2016-05-03","GB","35-44","19","1959.0","37","12","0","0","0.0","5215"
"2016-05-03","IT","25-34","15","780.0","39","8","0","0","0.0","5216"
"2016-05-03","US","18-24","44","5360.0","185","15","0","0","0.0","5217"
"2016-05-03","US","25-34","211","37472.0","1026","55","0","0","0.0","5218"
"2016-05-03","US","35-44","165","26033.0","815","48","1","2","137.44","5219"
"2016-05-03","US","45-54","112","25321.0","572","27","0","0","0.0","5220"
"2016-05-03","US","55-64","64","14303.0","335","16","0","0","0.0","5221"
"2016-05-03","US","65+","16","2925.0","76","4","0","0","0.0","5222"
"2015-07-22","CA","25-34","34","3803.0","330","0","0","0","0.0","6874"
"2015-07-22","CA","35-44","10","1260.0","45","0","0","0","0.0","6875"
"2015-07-22","GB","25-34","17","3124.0","275","0","0","0","0.0","6876"
"2015-07-22","US","18-24","28","4015.0","241","0","0","0","0.0","6877"
"2015-07-22","US","25-34","185","40032.0","2054","2","0","0","0.0","6878"
"2016-07-06","CA","25-34","23","4051.0","71","7","0","0","0.0","6339"
"2016-05-04","CA","25-34","14","2512.0","36","7","0","0","0.0","5234"
"2016-05-04","CA","35-44","13","4268.0","69","0","0","0","0.0","5235"
"2016-05-04","GB","25-34","21","3323.0","115","10","0","0","0.0","5236"
"2016-05-04","IT","25-34","11","1478.0","32","7","0","0","0.0","5237"
"2016-05-04","IT","35-44","11","579.0","20","7","0","0","0.0","5238"
"2016-05-04","US","18-24","43","3308.0","168","16","0","0","0.0","5239"
"2016-05-04","US","25-34","232","40968.0","1061","71","3","18","5735.57","5240"
"2016-05-04","US","35-44","181","37697.0","880","40","0","0","0.0","5241"
"2016-05-04","US","45-54","109","28687.0","473","31","1","6","667.95","5242"
"2016-05-04","US","55-64","58","9813.0","336","9","0","0","0.0","5243"
"2016-05-04","US","65+","16","2082.0","62","8","0","0","0.0","5244"
"2016-07-06","CN","25-34","12","2440.0","59","4","0","0","0.0","6340"
"2016-05-05","CA","25-34","13","344.0","25","5","0","0","0.0","5255"
"2016-05-05","CA","35-44","15","2783.0","62","3","0","0","0.0","5256"
"2016-05-05","GB","25-34","29","8444.0","213","10","0","0","0.0","5257"
"2016-05-05","IT","25-34","13","1853.0","47","6","0","0","0.0","5258"
"2016-05-05","US","18-24","31","7183.0","86","12","0","0","0.0","5259"
"2016-05-05","US","25-34","232","34712.0","970","70","0","0","0.0","5260"
"2016-05-05","US","35-44","188","26161.0","833","55","3","7","394.99","5261"
"2016-05-05","US","45-54","110","21994.0","500","28","0","0","0.0","5262"
"2016-05-05","US","55-64","42","4522.0","145","14","0","0","0.0","5263"
"2016-05-05","US","65+","29","4165.0","132","8","0","0","0.0","5264"
"2016-05-06","CA","25-34","17","455.0","42","6","0","0","0.0","5275"
"2016-05-06","CA","35-44","14","450.0","21","11","0","0","0.0","5276"
"2016-05-06","GB","25-34","16","1719.0","83","8","1","1","27.77","5277"
"2016-05-06","IT","25-34","12","1308.0","29","7","0","0","0.0","5278"
"2016-05-06","US","18-24","36","6044.0","129","16","0","0","0.0","5279"
"2016-05-06","US","25-34","234","41696.0","1047","69","0","0","0.0","5280"
"2016-05-06","US","35-44","188","37008.0","896","42","1","4","313.56","5281"
"2016-05-06","US","45-54","103","21306.0","451","25","1","4","1070.7","5282"
"2016-05-06","US","55-64","51","11494.0","259","13","1","1","36.33","5283"
"2016-05-06","US","65+","35","4285.0","157","9","0","0","0.0","5284"
"2016-05-07","US","18-24","25","2038.0","60","11","0","0","0.0","5291"
"2016-05-07","US","25-34","84","12896.0","309","23","2","6","527.55","5292"
"2016-05-07","US","35-44","87","11271.0","271","37","0","0","0.0","5293"
"2016-05-07","US","45-54","59","17370.0","423","8","1","1","206.86","5294"
"2016-05-07","US","55-64","36","9118.0","224","11","0","0","0.0","5295"
"2016-05-07","US","65+","22","3822.0","80","11","0","0","0.0","5296"
"2016-05-08","US","18-24","22","1957.0","60","11","0","0","0.0","5303"
"2016-05-08","US","25-34","65","14577.0","327","15","2","9","2192.25","5304"
"2016-05-08","US","35-44","81","15384.0","449","26","2","6","191.73","5305"
"2016-05-08","US","45-54","38","6990.0","212","11","3","7","756.72","5306"
"2016-05-08","US","55-64","50","7028.0","198","14","0","0","0.0","5307"
"2016-05-08","US","65+","15","2756.0","70","3","0","0","0.0","5308"
"2016-05-09","CA","25-34","14","500.0","50","4","0","0","0.0","5319"
"2016-05-09","GB","25-34","28","1388.0","80","14","0","0","0.0","5320"
"2016-05-09","IT","25-34","14","6539.0","51","6","0","0","0.0","5321"
"2016-05-09","IT","35-44","13","1730.0","43","4","0","0","0.0","5322"
"2016-05-09","US","18-24","44","5633.0","140","17","0","0","0.0","5323"
"2016-05-09","US","25-34","250","44962.0","1255","68","3","21","4972.25","5324"
"2016-05-09","US","35-44","199","32646.0","1071","59","2","7","297.02","5325"
"2016-05-09","US","45-54","101","20322.0","509","29","2","6","1158.14","5326"
"2016-05-09","US","55-64","63","11592.0","328","16","0","0","0.0","5327"
"2016-05-09","US","65+","30","9305.0","238","7","0","0","0.0","5328"
"2016-05-10","CA","25-34","13","225.0","27","6","0","0","0.0","5342"
"2016-05-10","CA","35-44","27","4129.0","138","4","0","0","0.0","5343"
"2016-05-10","ES","25-34","14","1526.0","44","6","0","0","0.0","5344"
"2016-05-10","GB","25-34","13","336.0","26","7","0","0","0.0","5345"
"2016-05-10","GB","45-54","11","273.0","14","7","0","0","0.0","5346"
"2016-05-10","IT","25-34","20","784.0","46","10","0","0","0.0","5347"
"2016-05-10","IT","35-44","14","360.0","52","6","0","0","0.0","5348"
"2016-05-10","US","18-24","45","7467.0","184","15","0","0","0.0","5349"
"2016-05-10","US","25-34","259","56851.0","1476","69","1","1","750.6","5350"
"2016-05-10","US","35-44","183","32606.0","919","41","1","4","428.97","5351"
"2016-05-10","US","45-54","110","25044.0","616","22","4","14","2587.89","5352"
"2016-05-10","US","55-64","56","9374.0","294","16","0","0","0.0","5353"
"2016-05-10","US","65+","22","2045.0","70","9","0","0","0.0","5354"
"2016-07-06","GB","25-34","18","3060.0","45","8","0","0","0.0","6341"
"2016-07-06","IT","45-54","11","408.0","26","6","0","0","0.0","6342"
"2016-07-06","US","18-24","65","9271.0","274","34","1","1","106.0","6343"
"2016-07-06","US","25-34","220","45498.0","1196","61","1","17","12961.02","6344"
"2016-07-06","US","35-44","146","35436.0","813","44","1","7","3280.77","6345"
"2016-05-11","CA","25-34","17","255.0","28","8","0","0","0.0","5366"
"2016-05-11","CA","35-44","15","774.0","63","3","0","0","0.0","5367"
"2016-05-11","GB","25-34","16","2398.0","43","7","0","0","0.0","5368"
"2016-05-11","IT","25-34","22","4395.0","72","9","0","0","0.0","5369"
"2016-05-11","IT","35-44","16","458.0","36","9","0","0","0.0","5370"
"2016-05-11","US","18-24","33","2844.0","110","13","0","0","0.0","5371"
"2016-05-11","US","25-34","217","40529.0","1058","66","0","0","0.0","5372"
"2016-05-11","US","35-44","200","26837.0","1034","53","2","16","1756.83","5373"
"2016-05-11","US","45-54","101","14501.0","514","32","1","2","2700.0","5374"
"2016-05-11","US","55-64","55","10229.0","307","16","0","0","0.0","5375"
"2016-05-11","US","65+","30","2029.0","124","11","0","0","0.0","5376"
"2016-07-06","US","45-54","85","9547.0","383","29","0","0","0.0","6346"
"2016-07-06","US","55-64","55","11950.0","243","18","0","0","0.0","6347"
"2016-07-06","US","65+","16","2017.0","49","5","0","0","0.0","6348"
"2015-07-22","US","35-44","148","24184.0","1412","2","0","0","0.0","6879"
"2015-07-22","US","45-54","83","16748.0","899","3","0","0","0.0","6880"
"2015-07-22","US","55-64","70","16227.0","677","0","1","1","100.0","6881"
"2015-07-22","US","65+","21","3157.0","282","1","0","0","0.0","6882"
"2016-08-05","CA","25-34","19","8362.0","250","6","0","0","0.0","8516"
"2016-05-12","CA","25-34","30","2911.0","164","10","0","0","0.0","5387"
"2016-05-12","CA","35-44","13","1421.0","45","3","0","0","0.0","5388"
"2016-05-12","GB","25-34","12","888.0","31","6","0","0","0.0","5389"
"2016-05-12","IT","25-34","17","1472.0","32","10","0","0","0.0","5390"
"2016-05-12","US","18-24","29","6497.0","105","8","1","1","28.25","5391"
"2016-05-12","US","25-34","211","32531.0","1007","63","2","2","1259.81","5392"
"2016-05-12","US","35-44","190","33057.0","905","41","3","18","1176.49","5393"
"2016-05-12","US","45-54","77","8760.0","338","27","0","0","0.0","5394"
"2016-05-12","US","55-64","62","18040.0","504","12","0","0","0.0","5395"
"2016-05-12","US","65+","35","5033.0","190","13","0","0","0.0","5396"
"2016-08-05","CA","35-44","14","1714.0","42","4","0","0","0.0","8517"
"2016-07-07","CA","25-34","35","16835.0","222","11","0","0","0.0","6357"
"2016-07-07","GB","25-34","10","476.0","24","7","0","0","0.0","6358"
"2016-07-07","IT","25-34","12","727.0","36","7","0","0","0.0","6359"
"2016-07-07","US","18-24","71","12653.0","305","22","0","0","0.0","6360"
"2016-07-07","US","25-34","231","41035.0","1091","58","2","5","514.35","6361"
"2016-07-07","US","35-44","147","30213.0","824","46","4","6","342.88","6362"
"2016-07-07","US","45-54","53","9294.0","258","20","1","10","60.0","6363"
"2016-07-07","US","55-64","60","10296.0","201","21","1","1","200.0","6364"
"2016-08-05","GB","25-34","14","2108.0","47","6","0","0","0.0","8518"
"2016-08-05","IN","18-24","12","1130.0","20","7","0","0","0.0","8519"
"2016-08-05","US","18-24","65","11793.0","313","25","2","7","125.95","8520"
"2016-05-13","CA","25-34","21","3401.0","71","6","0","0","0.0","5409"
"2016-05-13","CA","35-44","19","688.0","50","6","0","0","0.0","5410"
"2016-05-13","FR","25-34","12","1297.0","31","4","0","0","0.0","5411"
"2016-05-13","GB","25-34","14","1831.0","32","7","0","0","0.0","5412"
"2016-05-13","IT","25-34","18","1005.0","34","11","0","0","0.0","5413"
"2016-05-13","IT","35-44","11","1696.0","32","5","0","0","0.0","5414"
"2016-05-13","US","18-24","38","4169.0","114","14","0","0","0.0","5415"
"2016-05-13","US","25-34","195","32435.0","847","50","0","0","0.0","5416"
"2016-05-13","US","35-44","179","47291.0","1052","44","1","1","637.08","5417"
"2016-05-13","US","45-54","87","10956.0","411","24","0","0","0.0","5418"
"2016-05-13","US","55-64","68","11009.0","385","16","1","3","1725.0","5419"
"2016-05-13","US","65+","24","3094.0","120","3","1","1","108.0","5420"
"2016-05-14","CA","25-34","17","5619.0","111","5","0","0","0.0","5428"
"2016-05-14","US","18-24","25","5573.0","67","14","0","0","0.0","5429"
"2016-05-14","US","25-34","88","14800.0","330","37","0","0","0.0","5430"
"2016-05-14","US","35-44","104","12793.0","463","32","0","0","0.0","5431"
"2016-05-14","US","45-54","60","12214.0","321","21","0","0","0.0","5432"
"2016-05-14","US","55-64","47","5955.0","241","14","0","0","0.0","5433"
"2016-05-14","US","65+","22","6380.0","116","4","0","0","0.0","5434"
"2016-05-15","US","18-24","25","2286.0","54","10","0","0","0.0","5441"
"2016-05-15","US","25-34","84","12460.0","360","29","0","0","0.0","5442"
"2016-05-15","US","35-44","76","13618.0","334","21","3","4","2108.83","5443"
"2016-05-15","US","45-54","56","12535.0","383","16","1","2","764.64","5444"
"2016-05-15","US","55-64","36","6754.0","212","10","0","0","0.0","5445"
"2016-05-15","US","65+","22","7734.0","184","2","0","0","0.0","5446"
"2016-05-16","CA","25-34","15","1743.0","45","7","0","0","0.0","5457"
"2016-05-16","CN","25-34","18","8198.0","163","4","0","0","0.0","5458"
"2016-05-16","IT","25-34","15","1474.0","42","6","0","0","0.0","5459"
"2016-05-16","IT","35-44","20","939.0","72","5","0","0","0.0","5460"
"2016-05-16","US","18-24","51","11245.0","283","13","0","0","0.0","5461"
"2016-05-16","US","25-34","224","50318.0","1089","62","1","8","4879.2","5462"
"2016-05-16","US","35-44","192","43524.0","993","47","2","6","71.91","5463"
"2016-05-16","US","45-54","87","11051.0","364","27","2","5","895.18","5464"
"2016-05-16","US","55-64","65","11951.0","351","12","0","0","0.0","5465"
"2016-05-16","US","65+","30","3609.0","132","6","0","0","0.0","5466"
"2016-05-17","CA","25-34","25","1530.0","65","11","0","0","0.0","5479"
"2016-05-17","CN","25-34","18","7474.0","81","5","0","0","0.0","5480"
"2016-05-17","GB","25-34","13","2052.0","28","7","0","0","0.0","5481"
"2016-05-17","IT","25-34","16","1945.0","80","8","1","10","108.88","5482"
"2016-05-17","IT","35-44","12","527.0","30","7","0","0","0.0","5483"
"2016-05-17","MX","25-34","12","238.0","38","8","0","0","0.0","5484"
"2016-05-17","US","18-24","44","7583.0","155","16","0","0","0.0","5485"
"2016-05-17","US","25-34","255","83649.0","1443","69","3","28","735.59","5486"
"2016-05-17","US","35-44","162","38609.0","821","38","0","0","0.0","5487"
"2016-05-17","US","45-54","90","10543.0","348","25","0","0","0.0","5488"
"2016-05-17","US","55-64","49","13100.0","255","9","0","0","0.0","5489"
"2016-05-17","US","65+","33","4393.0","161","11","0","0","0.0","5490"
"2016-08-05","US","25-34","176","20298.0","668","65","0","0","0.0","8521"
"2016-08-05","US","35-44","124","19037.0","570","44","0","0","0.0","8522"
"2016-08-05","US","45-54","58","8224.0","271","22","1","2","191.95","8523"
"2016-08-05","US","55-64","45","10373.0","205","15","0","0","0.0","8524"
"2016-05-18","CA","25-34","17","4378.0","100","5","0","0","0.0","5501"
"2016-05-18","FR","25-34","12","491.0","28","9","0","0","0.0","5502"
"2016-05-18","GB","25-34","22","1363.0","43","14","0","0","0.0","5503"
"2016-05-18","IT","35-44","14","539.0","32","6","0","0","0.0","5504"
"2016-05-18","US","18-24","60","7550.0","220","26","1","1","126.0","5505"
"2016-05-18","US","25-34","222","60309.0","1196","45","2","12","3911.63","5506"
"2016-05-18","US","35-44","170","53304.0","879","50","2","8","367.68","5507"
"2016-05-18","US","45-54","106","22521.0","467","29","0","0","0.0","5508"
"2016-05-18","US","55-64","69","13392.0","414","19","2","4","214.7","5509"
"2016-05-18","US","65+","16","2609.0","51","5","0","0","0.0","5510"
"2016-08-05","US","65+","12","1471.0","78","4","1","2","1034.31","8525"
"2015-07-23","CA","25-34","41","6303.0","349","0","0","0","0.0","6896"
"2015-07-23","CA","35-44","17","5624.0","200","0","0","0","0.0","6897"
"2015-07-23","CA","45-54","17","2478.0","145","0","0","0","0.0","6898"
"2016-07-08","CA","25-34","14","6029.0","116","4","0","0","0.0","6377"
"2016-07-08","CA","45-54","11","2601.0","33","3","0","0","0.0","6378"
"2016-05-19","IT","25-34","16","58.0","27","12","0","0","0.0","5518"
"2016-05-19","US","18-24","42","8925.0","159","13","1","1","28.95","5519"
"2016-05-19","US","25-34","242","47593.0","1111","72","1","1","30.43","5520"
"2016-05-19","US","35-44","202","51136.0","1068","50","1","1","643.18","5521"
"2016-05-19","US","45-54","108","24285.0","577","31","2","3","218.08","5522"
"2016-05-19","US","55-64","47","11149.0","362","8","0","0","0.0","5523"
"2016-05-19","US","65+","31","4278.0","140","13","1","1","136.0","5524"
"2016-07-08","DK","35-44","15","1096.0","16","14","0","0","0.0","6379"
"2016-07-08","DK","45-54","17","60.0","18","16","0","0","0.0","6380"
"2016-07-08","GB","25-34","10","1431.0","23","5","0","0","0.0","6381"
"2016-07-08","IT","25-34","15","3445.0","93","7","0","0","0.0","6382"
"2016-07-08","US","18-24","67","12802.0","390","22","0","0","0.0","6383"
"2016-07-08","US","25-34","200","52934.0","969","55","2","3","386.51","6384"
"2016-07-08","US","35-44","114","21796.0","486","38","1","1","26.13","6385"
"2016-07-08","US","45-54","55","11647.0","283","14","1","2","640.06","6386"
"2016-07-08","US","55-64","41","7611.0","237","14","0","0","0.0","6387"
"2016-05-20","CA","25-34","19","4103.0","70","4","0","0","0.0","5534"
"2016-05-20","CA","35-44","11","1749.0","43","2","0","0","0.0","5535"
"2016-05-20","GB","25-34","14","368.0","24","5","0","0","0.0","5536"
"2016-05-20","US","18-24","45","7694.0","162","12","0","0","0.0","5537"
"2016-05-20","US","25-34","176","30913.0","688","33","1","1","323.32","5538"
"2016-05-20","US","35-44","150","33397.0","655","30","1","2","21.73","5539"
"2016-05-20","US","45-54","97","31600.0","368","22","0","0","0.0","5540"
"2016-05-20","US","55-64","61","12596.0","294","10","1","1","154.25","5541"
"2016-05-20","US","65+","16","4942.0","77","4","0","0","0.0","5542"
"2016-07-08","US","65+","17","2644.0","72","2","0","0","0.0","6388"
"2015-07-23","CN","25-34","15","8534.0","370","0","0","0","0.0","6899"
"2015-07-23","GB","35-44","17","1038.0","75","1","0","0","0.0","6900"
"2015-07-23","IT","25-34","11","720.0","84","1","0","0","0.0","6901"
"2015-07-23","IT","35-44","12","1151.0","68","0","0","0","0.0","6902"
"2015-07-23","US","18-24","37","17125.0","359","0","0","0","0.0","6903"
"2016-05-21","US","18-24","21","3494.0","65","8","0","0","0.0","5549"
"2016-05-21","US","25-34","68","15365.0","245","26","0","0","0.0","5550"
"2016-05-21","US","35-44","75","12983.0","319","20","0","0","0.0","5551"
"2016-05-21","US","45-54","51","9563.0","272","10","0","0","0.0","5552"
"2016-05-21","US","55-64","31","6164.0","192","6","1","2","34.95","5553"
"2016-05-21","US","65+","22","4020.0","100","6","0","0","0.0","5554"
"2015-07-23","US","25-34","195","30289.0","1661","4","1","1","46.0","6904"
"2016-07-09","US","18-24","34","4798.0","126","19","0","0","0.0","6395"
"2016-07-09","US","25-34","82","12026.0","278","35","0","0","0.0","6396"
"2016-07-09","US","35-44","55","9575.0","220","18","0","0","0.0","6397"
"2016-07-09","US","45-54","38","7953.0","185","12","1","6","104.52","6398"
"2016-07-09","US","55-64","26","2731.0","79","12","0","0","0.0","6399"
"2016-05-22","US","18-24","26","3722.0","96","10","0","0","0.0","5561"
"2016-05-22","US","25-34","87","20005.0","396","33","0","0","0.0","5562"
"2016-05-22","US","35-44","73","13616.0","351","30","1","1","402.84","5563"
"2016-05-22","US","45-54","61","13981.0","358","23","0","0","0.0","5564"
"2016-05-22","US","55-64","51","7559.0","234","17","0","0","0.0","5565"
"2016-05-22","US","65+","17","3546.0","90","7","1","5","43.35","5566"
"2016-07-09","US","65+","16","1465.0","48","7","0","0","0.0","6400"
"2015-07-23","US","35-44","140","29705.0","1187","0","3","11","3510.0","6905"
"2015-07-23","US","45-54","74","11876.0","660","1","1","3","63.0","6906"
"2015-07-23","US","55-64","70","9897.0","591","0","1","3","18.0","6907"
"2015-07-23","US","65+","13","3370.0","104","0","1","4","290.0","6908"
"2016-07-10","US","18-24","29","5429.0","68","21","0","0","0.0","6407"
"2016-07-10","US","25-34","56","8939.0","232","19","0","0","0.0","6408"
"2016-05-23","CN","25-34","13","9477.0","165","1","0","0","0.0","5576"
"2016-05-23","GB","25-34","17","3279.0","67","5","0","0","0.0","5577"
"2016-05-23","GB","35-44","10","263.0","19","6","0","0","0.0","5578"
"2016-05-23","US","18-24","62","15385.0","263","17","1","2","190.75","5579"
"2016-05-23","US","25-34","259","46505.0","1173","54","1","2","321.0","5580"
"2016-05-23","US","35-44","152","34897.0","729","33","1","2","618.8","5581"
"2016-05-23","US","45-54","112","45226.0","573","24","1","1","145.95","5582"
"2016-05-23","US","55-64","84","15830.0","447","14","3","6","301.15","5583"
"2016-05-23","US","65+","25","2009.0","102","5","1","6","49.86","5584"
"2016-07-10","US","35-44","66","12839.0","360","18","0","0","0.0","6409"
"2016-07-10","US","45-54","43","7347.0","256","14","0","0","0.0","6410"
"2016-07-10","US","55-64","22","6075.0","71","7","0","0","0.0","6411"
"2016-07-10","US","65+","16","1753.0","75","3","1","1","714.0","6412"
"2016-08-06","US","18-24","37","1181.0","95","24","0","0","0.0","8531"
"2016-08-06","US","25-34","73","10902.0","228","29","0","0","0.0","8532"
"2016-08-06","US","35-44","77","9521.0","319","30","0","0","0.0","8533"
"2015-07-24","CA","25-34","30","5674.0","243","0","0","0","0.0","6916"
"2015-07-24","US","18-24","17","392.0","94","0","0","0","0.0","6917"
"2016-05-24","CA","25-34","18","5764.0","141","5","0","0","0.0","5596"
"2016-05-24","FR","25-34","12","175.0","23","6","0","0","0.0","5597"
"2016-05-24","GB","25-34","14","3110.0","58","4","0","0","0.0","5598"
"2016-05-24","IT","25-34","12","2351.0","40","6","0","0","0.0","5599"
"2016-05-24","IT","35-44","10","1257.0","31","6","0","0","0.0","5600"
"2016-05-24","US","18-24","64","7841.0","315","24","1","5","34.95","5601"
"2016-05-24","US","25-34","255","45880.0","1196","57","1","1","295.0","5602"
"2016-05-24","US","35-44","214","58150.0","1094","61","0","0","0.0","5603"
"2016-05-24","US","45-54","112","18883.0","500","26","0","0","0.0","5604"
"2016-05-24","US","55-64","67","10920.0","307","22","1","1","54.45","5605"
"2016-05-24","US","65+","23","2005.0","93","7","0","0","0.0","5606"
"2015-07-24","US","25-34","133","22584.0","1391","2","0","0","0.0","6918"
"2015-07-24","US","35-44","141","32927.0","1389","3","0","0","0.0","6919"
"2015-07-24","US","45-54","67","11897.0","533","1","0","0","0.0","6920"
"2016-07-11","CA","25-34","17","3919.0","95","3","0","0","0.0","6423"
"2016-07-11","GB","25-34","10","99.0","16","9","0","0","0.0","6424"
"2016-07-11","GB","35-44","10","378.0","27","4","0","0","0.0","6425"
"2016-07-11","IT","25-34","16","3701.0","83","4","0","0","0.0","6426"
"2016-07-11","US","18-24","62","6814.0","226","26","0","0","0.0","6427"
"2016-07-11","US","25-34","234","45814.0","939","78","0","0","0.0","6428"
"2016-07-11","US","35-44","161","37724.0","773","58","0","0","0.0","6429"
"2016-05-25","CA","25-34","21","3643.0","92","7","0","0","0.0","5617"
"2016-05-25","CA","35-44","11","2653.0","58","2","0","0","0.0","5618"
"2016-05-25","IT","25-34","15","907.0","25","7","0","0","0.0","5619"
"2016-05-25","IT","35-44","11","1270.0","42","4","0","0","0.0","5620"
"2016-05-25","US","18-24","36","9005.0","219","7","1","2","1063.01","5621"
"2016-05-25","US","25-34","257","57396.0","1226","58","0","0","0.0","5622"
"2016-05-25","US","35-44","198","46346.0","1061","48","4","13","1682.88","5623"
"2016-05-25","US","45-54","98","16891.0","491","16","0","0","0.0","5624"
"2016-05-25","US","55-64","51","8224.0","248","9","0","0","0.0","5625"
"2016-05-25","US","65+","32","4442.0","140","9","0","0","0.0","5626"
"2016-07-11","US","45-54","69","11105.0","246","28","0","0","0.0","6430"
"2016-07-11","US","55-64","46","4872.0","225","16","1","1","42.36","6431"
"2016-07-11","US","65+","20","5062.0","120","6","1","2","43.35","6432"
"2015-07-24","US","55-64","38","15609.0","347","0","0","0","0.0","6921"
"2015-07-24","US","65+","15","3928.0","254","1","1","18","10135.0","6922"
"2016-08-06","US","45-54","56","8768.0","223","18","0","0","0.0","8534"
"2016-08-06","US","55-64","41","5592.0","185","17","0","0","0.0","8535"
"2016-05-26","CA","25-34","16","5020.0","96","6","0","0","0.0","5638"
"2016-05-26","CA","35-44","14","1545.0","75","3","0","0","0.0","5639"
"2016-05-26","GB","25-34","15","1496.0","48","5","0","0","0.0","5640"
"2016-05-26","GB","35-44","17","1322.0","41","6","0","0","0.0","5641"
"2016-05-26","IT","25-34","14","1217.0","64","5","0","0","0.0","5642"
"2016-05-26","US","18-24","51","16816.0","264","14","2","5","1515.98","5643"
"2016-05-26","US","25-34","234","40580.0","1048","61","3","6","1783.16","5644"
"2016-05-26","US","35-44","167","37378.0","808","40","0","0","0.0","5645"
"2016-05-26","US","45-54","58","10611.0","364","12","0","0","0.0","5646"
"2016-05-26","US","55-64","54","9977.0","198","14","0","0","0.0","5647"
"2016-05-26","US","65+","23","3810.0","87","8","0","0","0.0","5648"
"2016-07-12","CA","25-34","24","6426.0","109","7","0","0","0.0","6442"
"2016-07-12","CA","35-44","18","3958.0","64","9","0","0","0.0","6443"
"2016-07-12","GB","25-34","22","972.0","57","10","0","0","0.0","6444"
"2016-07-12","US","18-24","65","15347.0","315","21","0","0","0.0","6445"
"2016-07-12","US","25-34","246","45441.0","1234","61","2","11","1142.65","6446"
"2016-07-12","US","35-44","137","24204.0","594","32","0","0","0.0","6447"
"2016-07-12","US","45-54","90","13282.0","367","32","1","2","27.95","6448"
"2016-05-27","CA","25-34","16","3774.0","40","5","0","0","0.0","5657"
"2016-05-27","IT","25-34","16","375.0","27","10","0","0","0.0","5658"
"2016-05-27","US","18-24","33","4102.0","149","11","1","1","18.67","5659"
"2016-05-27","US","25-34","159","23467.0","645","50","1","1","321.18","5660"
"2016-05-27","US","35-44","131","32086.0","676","34","0","0","0.0","5661"
"2016-05-27","US","45-54","74","19952.0","497","17","2","3","1890.59","5662"
"2016-05-27","US","55-64","37","5526.0","161","11","0","0","0.0","5663"
"2016-05-27","US","65+","25","1766.0","73","10","1","1","32.35","5664"
"2016-07-12","US","55-64","53","12890.0","286","21","0","0","0.0","6449"
"2016-05-28","US","18-24","18","2243.0","70","6","0","0","0.0","5671"
"2016-05-28","US","25-34","67","10435.0","380","15","0","0","0.0","5672"
"2016-05-28","US","35-44","67","22873.0","374","19","1","1","625.0","5673"
"2016-05-28","US","45-54","44","6123.0","156","20","0","0","0.0","5674"
"2016-05-28","US","55-64","22","3981.0","88","9","0","0","0.0","5675"
"2016-05-28","US","65+","24","4867.0","67","10","0","0","0.0","5676"
"2016-05-29","US","18-24","22","2776.0","128","13","0","0","0.0","5683"
"2016-05-29","US","25-34","65","5432.0","233","32","0","0","0.0","5684"
"2016-05-29","US","35-44","57","13547.0","281","20","0","0","0.0","5685"
